step,loss,grad_norm_pre_clip,learning_rate,epoch_passes,step_seconds,source_ids,allocated_gib,reserved_gib,peak_allocated_gib,peak_reserved_gib
1,3.1061088256537914,915.9046020507812,2e-07,0.021164021164021163,4.267326448112726,"[""co-currency-t0"", ""zm-region-t0"", ""th-capital-t2"", ""bg-capital-t3""]",43.68125915527344,59.291015625,57.24441909790039,59.291015625
2,1.455718144774437,468.68682861328125,4e-07,0.042328042328042326,3.953918533399701,"[""il-capital-t1"", ""tz-region-t1"", ""gh-region-t0"", ""ch-currency-t3""]",43.68079662322998,66.541015625,65.48702716827393,66.541015625
3,3.271699368953705,802.4085693359375,6e-07,0.06349206349206349,3.924320758320391,"[""cd-region-t2"", ""gh-region-t1"", ""bg-region-t0"", ""lt-region-t2""]",43.68125915527344,66.54296875,65.4905309677124,66.54296875
4,2.4558287262916565,719.9817504882812,8e-07,0.08465608465608465,3.9955074163153768,"[""ch-region-t3"", ""zw-region-t2"", ""so-region-t0"", ""dk-capital-t3""]",43.68125915527344,66.54296875,65.4905309677124,66.54296875
5,3.8797227144241333,986.936279296875,1e-06,0.10582010582010581,4.069659530185163,"[""rw-region-t2"", ""ve-capital-t1"", ""no-capital-t3"", ""ma-currency-t1""]",43.68125915527344,66.578125,65.52909517288208,66.578125
6,1.3191789388656616,1044.4381103515625,1e-06,0.12698412698412698,4.094919595867395,"[""no-capital-t0"", ""sn-region-t2"", ""bg-region-t1"", ""hk-region-t2""]",43.681721687316895,66.578125,65.52909517288208,66.578125
7,2.562680922448635,800.5369873046875,1e-06,0.14814814814814814,4.007785011082888,"[""cm-region-t1"", ""ch-capital-t2"", ""pk-capital-t3"", ""th-region-t1""]",43.683109283447266,66.578125,65.52909517288208,66.578125
8,1.148809589445591,455.57672119140625,1e-06,0.1693121693121693,3.929695786908269,"[""pk-capital-t2"", ""dk-region-t2"", ""bg-capital-t0"", ""mz-region-t0""]",43.681721687316895,66.578125,65.52909517288208,66.578125
9,0.5624910718761384,463.03533935546875,1e-06,0.19047619047619047,3.9403905048966408,"[""ir-capital-t1"", ""ly-region-t2"", ""mz-region-t2"", ""co-currency-t2""]",43.680177211761475,66.578125,65.52909517288208,66.578125
10,0.9948398589622229,307.9740905761719,1e-06,0.21164021164021163,3.9927626634016633,"[""ne-region-t0"", ""zw-region-t0"", ""th-capital-t0"", ""ch-currency-t2""]",43.68125915527344,66.578125,65.52909517288208,66.578125
11,0.18765709875151515,159.5999755859375,1e-06,0.2328042328042328,4.03441450279206,"[""cd-region-t1"", ""ne-region-t1"", ""cd-region-t3"", ""mm-region-t1""]",43.68125915527344,66.578125,65.52909517288208,66.578125
12,0.1205697434488684,343.454345703125,1e-06,0.25396825396825395,4.046950398944318,"[""nl-region-t2"", ""eh-currency-t0"", ""nl-capital-t2"", ""rw-region-t3""]",43.681721687316895,66.578125,65.52909517288208,66.578125
