model,lens,layer,source_id,country_id,clean_kurtosis,clean_lesion_cosine,clean_residual_norm,lesion_kurtosis,lesion_minus_clean_kurtosis,lesion_residual_norm,lesion_to_clean_norm_ratio
base,published,16,mg-region-t0,MG,1.6219096183776855,0.9915259480476379,10.513749122619629,1.2683730125427246,-0.35353660583496094,10.427363395690918,0.9917835593223572
base,published,16,mg-region-t1,MG,1.830897331237793,0.9941109418869019,11.139866828918457,0.8392951488494873,-0.9916021823883057,11.0715970993042,0.9938715696334839
base,published,16,mg-region-t2,MG,1.5125775337219238,0.9953831434249878,11.169937133789062,0.7690427303314209,-0.7435348033905029,11.115827560424805,0.9951558113098145
base,published,16,mg-region-t3,MG,1.5599184036254883,0.9926953315734863,11.1961030960083,1.5937213897705078,0.03380298614501953,11.121968269348145,0.9933785200119019
base,published,16,ml-region-t0,ML,1.6349034309387207,0.9888162612915039,10.57091999053955,1.3531360626220703,-0.2817673683166504,10.472464561462402,0.9906861782073975
base,published,16,ml-region-t1,ML,1.700223445892334,0.9944660663604736,11.120854377746582,0.8216097354888916,-0.8786137104034424,11.055130958557129,0.9940900802612305
base,published,16,ml-region-t2,ML,1.4913110733032227,0.99545818567276,11.122759819030762,0.8113572597503662,-0.6799538135528564,11.069788932800293,0.9952375888824463
base,published,16,ml-region-t3,ML,1.611581802368164,0.9918776750564575,11.243969917297363,1.6317739486694336,0.02019214630126953,11.166722297668457,0.9931298494338989
base,published,16,np-currency-t0,NP,1.5434670448303223,0.9915047883987427,10.5040283203125,0.6210880279541016,-0.9223790168762207,10.433716773986816,0.9933062195777893
base,published,16,np-currency-t3,NP,1.613935947418213,0.9914846420288086,10.466547012329102,0.6030561923980713,-1.0108797550201416,10.395231246948242,0.9931862950325012
base,published,16,np-region-t0,NP,1.7043795585632324,0.9912106394767761,10.478229522705078,1.265963077545166,-0.4384164810180664,10.390495300292969,0.9916269779205322
base,published,16,nz-capital-t0,NZ,1.1040587425231934,0.9950515627861023,10.737080574035645,0.7416753768920898,-0.3623833656311035,10.676342010498047,0.994343101978302
base,published,16,nz-capital-t2,NZ,1.2811298370361328,0.9922987818717957,10.168835639953613,0.8792965412139893,-0.40183329582214355,10.108412742614746,0.9940580129623413
base,published,16,nz-capital-t3,NZ,1.2524151802062988,0.9931288957595825,10.67735767364502,1.0747661590576172,-0.17764902114868164,10.623212814331055,0.9949290156364441
base,published,16,ph-capital-t1,PH,1.2921137809753418,0.9932900071144104,10.719524383544922,0.8800406455993652,-0.41207313537597656,10.656269073486328,0.9940990805625916
base,published,16,ph-capital-t2,PH,1.5156188011169434,0.9930842518806458,10.363903999328613,0.908026933670044,-0.6075918674468994,10.304634094238281,0.9942811131477356
base,published,16,ph-currency-t0,PH,1.4764184951782227,0.9916644096374512,10.638384819030762,0.6113266944885254,-0.8650918006896973,10.56887149810791,0.993465781211853
base,published,16,ph-currency-t2,PH,1.2535781860351562,0.993591845035553,10.156415939331055,0.6211984157562256,-0.6323797702789307,10.099492073059082,0.9943952560424805
base,published,16,ph-currency-t3,PH,1.6445794105529785,0.992737889289856,10.340352058410645,0.6187140941619873,-1.0258653163909912,10.276422500610352,0.9938174486160278
base,published,16,ph-region-t0,PH,1.668924331665039,0.9910118579864502,10.623712539672852,1.2771039009094238,-0.39182043075561523,10.534302711486816,0.9915839433670044
base,published,16,ph-region-t2,PH,1.6091914176940918,0.9951322078704834,11.244965553283691,0.7970654964447021,-0.8121259212493896,11.188082695007324,0.9949414730072021
base,published,16,rs-region-t1,RS,1.5923480987548828,0.9948369860649109,11.240368843078613,0.7783088684082031,-0.8140392303466797,11.177863121032715,0.9944391846656799
base,published,16,sa-capital-t0,SA,1.315528392791748,0.9942070245742798,10.76402473449707,0.6977682113647461,-0.617760181427002,10.703592300415039,0.9943857192993164
base,published,16,sa-capital-t2,SA,1.551893711090088,0.9921954870223999,10.30350399017334,0.8208427429199219,-0.731050968170166,10.241523742675781,0.9939845204353333
base,published,16,sa-capital-t3,SA,1.3943119049072266,0.9936628341674805,10.582168579101562,1.0443596839904785,-0.34995222091674805,10.521515846252441,0.9942684173583984
base,published,16,sa-currency-t0,SA,1.6566648483276367,0.9914723634719849,10.618968963623047,0.584036111831665,-1.0726287364959717,10.544685363769531,0.9930046200752258
base,published,16,sa-currency-t1,SA,1.1405410766601562,0.9913425445556641,10.495481491088867,0.6214959621429443,-0.5190451145172119,10.42723560333252,0.9934976100921631
base,published,16,sa-currency-t2,SA,1.1678333282470703,0.9929774403572083,10.174800872802734,0.6575419902801514,-0.510291337966919,10.115884780883789,0.9942095875740051
base,published,16,sa-currency-t3,SA,1.9653830528259277,0.9917112588882446,10.408489227294922,0.6650705337524414,-1.3003125190734863,10.336773872375488,0.993109941482544
base,published,16,sk-region-t2,SK,1.4242286682128906,0.9955248832702637,11.09726619720459,0.796349287033081,-0.6278793811798096,11.046734809875488,0.995446503162384
base,published,16,sy-capital-t0,SY,1.1278104782104492,0.9929564595222473,10.940984725952148,0.9762861728668213,-0.15152430534362793,10.888829231262207,0.9952329993247986
